book,coref_id,character_name,n_sources,tiers_present,source_types,sources_with_weights,has_AGT,has_SGT,has_PGT,has_MGT,has_CGT
alices_adventures_in_wonderland,909,The Queen of Hearts,2,AGT/CGT,AGT;CGT,AGT/peer_tier_3@0.5;CGT/vt_verifier_token@0.35,True,False,False,False,True
alices_adventures_in_wonderland,26,The White Rabbit,2,AGT/CGT,AGT;CGT,AGT/peer_tier_3@0.5;CGT/vt_verifier_token@0.35,True,False,False,False,True
alices_adventures_in_wonderland,220,The Caterpillar,2,AGT/CGT,AGT;CGT,AGT/peer_tier_2@0.7;CGT/vt_verifier_token@0.35,True,False,False,False,True
alls_well_that_ends_well,char_parolles,Parolles,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
alls_well_that_ends_well,char_helena,Helena,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
alls_well_that_ends_well,char_bertram,Bertram,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
alls_well_that_ends_well,char_lafew,Lafew,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
alls_well_that_ends_well,char_countess_of_rossillon,Countess Of Rossillon,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
alls_well_that_ends_well,char_king_of_france,King Of France,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
alls_well_that_ends_well,char_first_lord,First Lord,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
alls_well_that_ends_well,char_clown,Clown,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
alls_well_that_ends_well,char_diana,Diana,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
alls_well_that_ends_well,char_second_lord,Second Lord,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
an_enemy_of_the_people,char_dr_thomas_stockmann,Dr. Stockmann,1,CGT,CGT,CGT/vt_verifier_token@0.35,False,False,False,False,True
an_enemy_of_the_people,char_hovstad,Hovstad,1,CGT,CGT,CGT/vt_verifier_token@0.35,False,False,False,False,True
an_enemy_of_the_people,char_peter_stockmann,Burgomaster,1,CGT,CGT,CGT/vt_verifier_token@0.35,False,False,False,False,True
an_enemy_of_the_people,char_mrs_stockmann,Mrs. Stockmann,1,CGT,CGT,CGT/vt_verifier_token@0.35,False,False,False,False,True
an_enemy_of_the_people,char_aslaksen,Aslaksen,1,CGT,CGT,CGT/vt_verifier_token@0.35,False,False,False,False,True
an_enemy_of_the_people,char_petra,Petra,1,CGT,CGT,CGT/vt_verifier_token@0.35,False,False,False,False,True
an_enemy_of_the_people,char_billing,Billing,1,CGT,CGT,CGT/vt_verifier_token@0.35,False,False,False,False,True
an_enemy_of_the_people,char_morten_kiil,Morten Kiil,1,CGT,CGT,CGT/vt_verifier_token@0.35,False,False,False,False,True
an_ideal_husband,char_lord_goring,Lord Goring,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
an_ideal_husband,char_sir_robert_chiltern,Sir Robert Chiltern,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
an_ideal_husband,char_mrs_cheveley,Mrs. Cheveley,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
an_ideal_husband,char_lady_chiltern,Lady Chiltern,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
an_ideal_husband,char_mabel_chiltern,Mabel Chiltern,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
an_ideal_husband,char_lord_caversham,Lord Caversham,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
an_ideal_husband,char_phipps,Phipps,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
an_ideal_husband,char_lady_markby,Lady Markby,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
an_ideal_husband,char_mrs_marchmont,Mrs. Marchmont,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
an_ideal_husband,char_lady_basildon,Lady Basildon,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
anna_karenina,266,Anna Karenina,2,AGT/CGT,AGT;CGT,AGT/peer_tier_2@0.7;CGT/vt_verifier_token@0.35,True,False,False,False,True
anna_karenina,172,Karenin,3,AGT/CGT/PGT,AGT;CGT;PGT,AGT/peer_tier_2@0.7;PGT/open_psychometrics@0.55;CGT/vt_verifier_token@0.35,True,False,True,False,True
anna_karenina,224,Vronsky,3,AGT/CGT/PGT,AGT;CGT;PGT,AGT/peer_tier_2@0.7;PGT/open_psychometrics@0.55;CGT/vt_verifier_token@0.35,True,False,True,False,True
anna_karenina,154,Dolly Oblonsky,3,AGT/CGT/PGT,AGT;CGT;PGT,AGT/peer_tier_2@0.7;PGT/open_psychometrics@0.55;CGT/vt_verifier_token@0.35,True,False,True,False,True
anna_karenina,179,Levin,3,AGT/CGT/PGT,AGT;CGT;PGT,AGT/peer_tier_3@0.5;PGT/open_psychometrics@0.55;CGT/vt_verifier_token@0.35,True,False,True,False,True
anna_karenina,184,Kitty,3,AGT/CGT/PGT,AGT;CGT;PGT,AGT/peer_tier_3@0.5;PGT/open_psychometrics@0.55;CGT/vt_verifier_token@0.35,True,False,True,False,True
anna_karenina,295,Betsy Tverskaya,2,CGT/PGT,CGT;PGT,PGT/open_psychometrics@0.55;CGT/vt_verifier_token@0.35,False,False,True,False,True
anna_karenina,270,Countess Lidia Ivanovna,2,CGT/PGT,CGT;PGT,PGT/open_psychometrics@0.55;CGT/vt_verifier_token@0.35,False,False,True,False,True
anna_karenina,149,Stepan Oblonsky,0,,,,False,False,False,False,False
anna_karenina,158,Anna Karenina,0,,,,False,False,False,False,False
antony_and_cleopatra,char_cleopatra,Cleopatra,3,AGT/CGT/SGT,AGT;CGT;SGT,SGT/authoritative@0.8;AGT/peer_tier_3@0.5;CGT/vt_verifier_token@0.35,True,True,False,False,True
antony_and_cleopatra,char_mark_antony,Mark Antony,2,AGT/CGT,AGT;CGT,AGT/peer_tier_3@0.5;CGT/vt_verifier_token@0.35,True,False,False,False,True
as_you_like_it,char_rosalind,Rosalind,3,AGT/CGT/SGT,AGT;CGT;SGT,SGT/authoritative@0.8;AGT/peer_tier_3@0.5;CGT/vt_verifier_token@0.35,True,True,False,False,True
coriolanus,char_caius_martius_coriolanus,Caius Martius Coriolanus,3,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
coriolanus,char_menenius_agrippa,Menenius Agrippa,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
coriolanus,char_sicinius_velutus,Sicinius Velutus,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
coriolanus,char_junius_brutus,Junius Brutus,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
coriolanus,char_cominius,Cominius,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
coriolanus,char_volumnia,Volumnia,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
coriolanus,char_tullus_aufidius,Tullus Aufidius,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
coriolanus,char_first_citizen,First Citizen,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
coriolanus,char_virgilia,Virgilia,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
coriolanus,char_titus_lartius,Titus Lartius,3,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
crime_and_punishment,112,Raskolnikov,2,AGT/CGT,AGT;CGT,AGT/peer_tier_2@0.7;CGT/vt_verifier_token@0.35,True,False,False,False,True
crime_and_punishment,123,Sonia,0,,,,False,False,False,False,False
crime_and_punishment,121,Katerina Ivanovna,2,AGT/CGT,AGT;CGT,AGT/peer_tier_3@0.5;CGT/vt_verifier_token@0.35,True,False,False,False,True
crime_and_punishment,140,Svidrigailov,2,AGT/CGT,AGT;CGT,AGT/peer_tier_3@0.5;CGT/vt_verifier_token@0.35,True,False,False,False,True
crime_and_punishment,143,Luzhin,2,AGT/CGT,AGT;CGT,AGT/peer_tier_3@0.5;CGT/vt_verifier_token@0.35,True,False,False,False,True
crime_and_punishment,221,Razumihin,2,AGT/CGT,AGT;CGT,AGT/peer_tier_3@0.5;CGT/vt_verifier_token@0.35,True,False,False,False,True
crime_and_punishment,138,Dounia,2,AGT/CGT,AGT;CGT,AGT/peer_tier_3@0.5;CGT/vt_verifier_token@0.35,True,False,False,False,True
crime_and_punishment,216,Porfiry,2,AGT/CGT,AGT;CGT,AGT/peer_tier_3@0.5;CGT/vt_verifier_token@0.35,True,False,False,False,True
cymbeline,char_imogen,Imogen,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
cymbeline,char_cymbeline,Cymbeline,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
cymbeline,char_posthumus_leonatus,Posthumus Leonatus,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
cymbeline,char_cloten,Cloten,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
cymbeline,char_iachimo,Iachimo,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
cymbeline,char_guiderius,Guiderius,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
cymbeline,char_pisanio,Pisanio,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
cymbeline,char_belarius,Belarius,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
cymbeline,char_arviragus,Arviragus,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
cymbeline,char_queen,Queen,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
david_copperfield,0,David Copperfield,2,AGT/CGT,AGT;CGT,AGT/peer_tier_2@0.7;CGT/vt_verifier_token@0.35,True,False,False,False,True
david_copperfield,255,Mr. Murdstone,2,AGT/CGT,AGT;CGT,AGT/peer_tier_3@0.5;CGT/vt_verifier_token@0.35,True,False,False,False,True
david_copperfield,244,Peggotty,2,AGT/CGT,AGT;CGT,AGT/peer_tier_3@0.5;CGT/vt_verifier_token@0.35,True,False,False,False,True
david_copperfield,440,Ham Peggotty,2,AGT/CGT,AGT;CGT,AGT/peer_tier_2@0.7;CGT/vt_verifier_token@0.35,True,False,False,False,True
david_copperfield,230,Mr. Micawber,2,AGT/CGT,AGT;CGT,AGT/peer_tier_3@0.5;CGT/vt_verifier_token@0.35,True,False,False,False,True
david_copperfield,238,Betsey Trotwood,2,AGT/CGT,AGT;CGT,AGT/peer_tier_3@0.5;CGT/vt_verifier_token@0.35,True,False,False,False,True
david_copperfield,232,Dora Spenlow,2,AGT/CGT,AGT;CGT,AGT/peer_tier_3@0.5;CGT/vt_verifier_token@0.35,True,False,False,False,True
david_copperfield,475,Steerforth,2,AGT/CGT,AGT;CGT,AGT/peer_tier_3@0.5;CGT/vt_verifier_token@0.35,True,False,False,False,True
david_copperfield,229,Tommy Traddles,2,AGT/CGT,AGT;CGT,AGT/peer_tier_3@0.5;CGT/vt_verifier_token@0.35,True,False,False,False,True
david_copperfield,422,Uriah Heep,2,AGT/CGT,AGT;CGT,AGT/peer_tier_3@0.5;CGT/vt_verifier_token@0.35,True,False,False,False,True
dracula,219,Jonathan Harker,0,,,,False,False,False,False,False
dracula,212,Mina Harker,2,AGT/CGT,AGT;CGT,AGT/peer_tier_1@1.0;CGT/vt_verifier_token@0.35,True,False,False,False,True
dracula,280,Lucy Westenra,2,AGT/CGT,AGT;CGT,AGT/peer_tier_1@1.0;CGT/vt_verifier_token@0.35,True,False,False,False,True
dracula,214,Dr. Seward,2,AGT/CGT,AGT;CGT,AGT/peer_tier_2@0.7;CGT/vt_verifier_token@0.35,True,False,False,False,True
dracula,286,Arthur Holmwood,2,AGT/CGT,AGT;CGT,AGT/peer_tier_2@0.7;CGT/vt_verifier_token@0.35,True,False,False,False,True
dracula,282,Quincey Morris,2,AGT/CGT,AGT;CGT,AGT/peer_tier_2@0.7;CGT/vt_verifier_token@0.35,True,False,False,False,True
emma,122,Emma Woodhouse,2,AGT/CGT,AGT;CGT,AGT/peer_tier_2@0.7;CGT/vt_verifier_token@0.35,True,False,False,False,True
emma,108,Mr. Knightley,2,AGT/CGT,AGT;CGT,AGT/peer_tier_2@0.7;CGT/vt_verifier_token@0.35,True,False,False,False,True
emma,187,Mr. Woodhouse,2,AGT/CGT,AGT;CGT,AGT/peer_tier_2@0.7;CGT/vt_verifier_token@0.35,True,False,False,False,True
emma,124,Harriet Smith,2,AGT/CGT,AGT;CGT,AGT/peer_tier_2@0.7;CGT/vt_verifier_token@0.35,True,False,False,False,True
emma,118,Miss Bates,2,AGT/CGT,AGT;CGT,AGT/peer_tier_2@0.7;CGT/vt_verifier_token@0.35,True,False,False,False,True
emma,230,Mrs. Elton,2,AGT/CGT,AGT;CGT,AGT/peer_tier_2@0.7;CGT/vt_verifier_token@0.35,True,False,False,False,True
emma,110,Mr. Elton,2,AGT/CGT,AGT;CGT,AGT/peer_tier_2@0.7;CGT/vt_verifier_token@0.35,True,False,False,False,True
emma,115,Frank Churchill,2,AGT/CGT,AGT;CGT,AGT/peer_tier_2@0.7;CGT/vt_verifier_token@0.35,True,False,False,False,True
frankenstein_or_the_modern_prometheus,1241,The Creature,2,AGT/CGT,AGT;CGT,AGT/peer_tier_1@1.0;CGT/vt_verifier_token@0.35,True,False,False,False,True
frankenstein_or_the_modern_prometheus,0,Victor Frankenstein,2,AGT/CGT,AGT;CGT,AGT/peer_tier_2@0.7;CGT/vt_verifier_token@0.35,True,False,False,False,True
frankenstein_or_the_modern_prometheus,125,Henry Clerval,2,AGT/CGT,AGT;CGT,AGT/peer_tier_3@0.5;CGT/vt_verifier_token@0.35,True,False,False,False,True
frankenstein_or_the_modern_prometheus,123,Elizabeth Lavenza,2,AGT/CGT,AGT;CGT,AGT/peer_tier_3@0.5;CGT/vt_verifier_token@0.35,True,False,False,False,True
ghosts,char_mrs_alving,Mrs. Alving,1,CGT,CGT,CGT/vt_verifier_token@0.35,False,False,False,False,True
ghosts,char_manders,Manders,1,CGT,CGT,CGT/vt_verifier_token@0.35,False,False,False,False,True
ghosts,char_oswald_alving,Oswald,1,CGT,CGT,CGT/vt_verifier_token@0.35,False,False,False,False,True
ghosts,char_regina_engstrand,Regina,1,CGT,CGT,CGT/vt_verifier_token@0.35,False,False,False,False,True
ghosts,char_engstrand,Engstrand,1,CGT,CGT,CGT/vt_verifier_token@0.35,False,False,False,False,True
great_expectations,246,Dolge Orlick,2,AGT/CGT,AGT;CGT,AGT/peer_tier_2@0.7;CGT/vt_verifier_token@0.35,True,False,False,False,True
great_expectations,210,Estella,2,AGT/CGT,AGT;CGT,AGT/peer_tier_2@0.7;CGT/vt_verifier_token@0.35,True,False,False,False,True
great_expectations,204,Miss Havisham,2,AGT/CGT,AGT;CGT,AGT/peer_tier_2@0.7;CGT/vt_verifier_token@0.35,True,False,False,False,True
great_expectations,305,Herbert Pocket,2,AGT/CGT,AGT;CGT,AGT/peer_tier_2@0.7;CGT/vt_verifier_token@0.35,True,False,False,False,True
great_expectations,195,Biddy,2,AGT/CGT,AGT;CGT,AGT/peer_tier_2@0.7;CGT/vt_verifier_token@0.35,True,False,False,False,True
great_expectations,268,Mr. Jaggers,2,AGT/CGT,AGT;CGT,AGT/peer_tier_2@0.7;CGT/vt_verifier_token@0.35,True,False,False,False,True
great_expectations,171,Mr. Pumblechook,2,AGT/CGT,AGT;CGT,AGT/peer_tier_3@0.5;CGT/vt_verifier_token@0.35,True,False,False,False,True
great_expectations,163,Mr. Wopsle,2,AGT/CGT,AGT;CGT,AGT/peer_tier_3@0.5;CGT/vt_verifier_token@0.35,True,False,False,False,True
great_expectations,0,Pip,1,CGT,CGT,CGT/vt_verifier_token@0.35,False,False,False,False,True
hamlet,char_hamlet,Prince Hamlet,2,CGT/PGT,CGT;PGT,PGT/open_psychometrics@0.55;CGT/vt_verifier_token@0.35,False,False,True,False,True
hamlet,char_ophelia,Ophelia,3,AGT/CGT/PGT,AGT;CGT;PGT,AGT/peer_tier_2@0.7;PGT/open_psychometrics@0.55;CGT/vt_verifier_token@0.35,True,False,True,False,True
hamlet,char_horatio,Horatio,2,CGT/PGT,CGT;PGT,PGT/open_psychometrics@0.55;CGT/vt_verifier_token@0.35,False,False,True,False,True
hamlet,char_polonius,Polonius,2,CGT/PGT,CGT;PGT,PGT/open_psychometrics@0.55;CGT/vt_verifier_token@0.35,False,False,True,False,True
hamlet,char_laertes,Laertes,2,AGT/CGT,AGT;CGT,AGT/peer_tier_1@1.0;CGT/vt_verifier_token@0.35,True,False,False,False,True
hamlet,char_queen,Queen Gertrude,2,CGT/PGT,CGT;PGT,PGT/open_psychometrics@0.55;CGT/vt_verifier_token@0.35,False,False,True,False,True
hamlet,char_king,King Claudius,2,CGT/PGT,CGT;PGT,PGT/open_psychometrics@0.55;CGT/vt_verifier_token@0.35,False,False,True,False,True
heart_of_darkness,0,Marlow,3,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
heart_of_darkness,54,Kurtz,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
heart_of_darkness,530,the manager,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
heart_of_darkness,257,the fellow,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
heart_of_darkness,319,the secretary,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
heart_of_darkness,1686,that man,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
heart_of_darkness,759,the uncle,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
heart_of_darkness,390,Her captain,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
heart_of_darkness,1131,the arch - priest,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
heart_of_darkness,766,the other,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
hedda_gabler,char_mrs_elvsted,Mrs. Elvsted,1,CGT,CGT,CGT/vt_verifier_token@0.35,False,False,False,False,True
hedda_gabler,char_brack,Judge Brack,1,CGT,CGT,CGT/vt_verifier_token@0.35,False,False,False,False,True
